,Country Name,Indicator Name,Year,Value
4696,Mauritius,Tax revenue (% of GDP),1952,
4697,Mauritius,Time required to start a business (days),1952,
4698,Mexico,"Agriculture, value added (% of GDP)",1952,
4699,Mexico,CO2 emissions (metric tons per capita),1952,
4700,Mexico,Domestic credit provided by financial sector (% of GDP),1952,
4701,Mexico,Electric power consumption (kWh per capita),1952,
4702,Mexico,Energy use (kg of oil equivalent per capita),1952,
4703,Mexico,Exports of goods and services (% of GDP),1952,
4704,Mexico,"Fertility rate, total (births per woman)",1952,
4705,Mexico,GDP growth (annual %),1952,
4706,Mexico,"GNI per capita, PPP (current international $)",1952,
4707,Mexico,"Gross enrollment ratio, primary, both sexes (%)",1952,
4708,Mexico,"Gross enrolment ratio, secondary, both sexes (%)",1952,
4709,Mexico,High-technology exports (% of manufactured exports),1952,
4710,Mexico,Imports of goods and services (% of GDP),1952,
4711,Mexico,Income share held by lowest 20%,1952,
4712,Mexico,"Industry, value added (% of GDP)",1952,
4713,Mexico,"Inflation, GDP deflator (annual %)",1952,
4714,Mexico,Internet users (per 100 people),1952,
4715,Mexico,"Life expectancy at birth, total (years)",1952,
4716,Mexico,Military expenditure (% of GDP),1952,
4717,Mexico,Mobile cellular subscriptions (per 100 people),1952,
4718,Mexico,Net lending (+) / net borrowing (-) (% of GDP),1952,
4719,Mexico,Population density (people per sq. km of land area),1952,
4720,Mexico,"Prevalence of HIV, total (% of population ages 15-49)",1952,
4721,Mexico,"Revenue, excluding grants (% of GDP)",1952,
4722,Mexico,"Services, etc., value added (% of GDP)",1952,
4723,Mexico,Tax revenue (% of GDP),1952,
4724,Mexico,Time required to start a business (days),1952,
4725,"Micronesia, Fed. Sts.","Agriculture, value added (% of GDP)",1952,
4726,"Micronesia, Fed. Sts.",CO2 emissions (metric tons per capita),1952,
4727,"Micronesia, Fed. Sts.",Domestic credit provided by financial sector (% of GDP),1952,
4728,"Micronesia, Fed. Sts.",Electric power consumption (kWh per capita),1952,
4729,"Micronesia, Fed. Sts.",Energy use (kg of oil equivalent per capita),1952,
4730,"Micronesia, Fed. Sts.",Exports of goods and services (% of GDP),1952,
4731,"Micronesia, Fed. Sts.","Fertility rate, total (births per woman)",1952,
4732,"Micronesia, Fed. Sts.",GDP growth (annual %),1952,
4733,"Micronesia, Fed. Sts.","GNI per capita, PPP (current international $)",1952,
4734,"Micronesia, Fed. Sts.","Gross enrollment ratio, primary, both sexes (%)",1952,
4735,"Micronesia, Fed. Sts.","Gross enrolment ratio, secondary, both sexes (%)",1952,
4736,"Micronesia, Fed. Sts.",High-technology exports (% of manufactured exports),1952,
4737,"Micronesia, Fed. Sts.",Imports of goods and services (% of GDP),1952,
4738,"Micronesia, Fed. Sts.",Income share held by lowest 20%,1952,
4739,"Micronesia, Fed. Sts.","Industry, value added (% of GDP)",1952,
4740,"Micronesia, Fed. Sts.","Inflation, GDP deflator (annual %)",1952,
4741,"Micronesia, Fed. Sts.",Internet users (per 100 people),1952,
4742,"Micronesia, Fed. Sts.","Life expectancy at birth, total (years)",1952,
4743,"Micronesia, Fed. Sts.",Military expenditure (% of GDP),1952,
4744,"Micronesia, Fed. Sts.",Mobile cellular subscriptions (per 100 people),1952,
4745,"Micronesia, Fed. Sts.",Net lending (+) / net borrowing (-) (% of GDP),1952,
4746,"Micronesia, Fed. Sts.",Population density (people per sq. km of land area),1952,
4747,"Micronesia, Fed. Sts.","Prevalence of HIV, total (% of population ages 15-49)",1952,
4748,"Micronesia, Fed. Sts.","Revenue, excluding grants (% of GDP)",1952,
4749,"Micronesia, Fed. Sts.","Services, etc., value added (% of GDP)",1952,
4750,"Micronesia, Fed. Sts.",Tax revenue (% of GDP),1952,
4751,"Micronesia, Fed. Sts.",Time required to start a business (days),1952,
4752,Moldova,"Agriculture, value added (% of GDP)",1952,
4753,Moldova,CO2 emissions (metric tons per capita),1952,
4754,Moldova,Domestic credit provided by financial sector (% of GDP),1952,
4755,Moldova,Electric power consumption (kWh per capita),1952,
4756,Moldova,Energy use (kg of oil equivalent per capita),1952,
4757,Moldova,Exports of goods and services (% of GDP),1952,
4758,Moldova,"Fertility rate, total (births per woman)",1952,
4759,Moldova,GDP growth (annual %),1952,
4760,Moldova,"GNI per capita, PPP (current international $)",1952,
4761,Moldova,"Gross enrollment ratio, primary, both sexes (%)",1952,
4762,Moldova,"Gross enrolment ratio, secondary, both sexes (%)",1952,
4763,Moldova,High-technology exports (% of manufactured exports),1952,
4764,Moldova,Imports of goods and services (% of GDP),1952,
4765,Moldova,Income share held by lowest 20%,1952,
4766,Moldova,"Industry, value added (% of GDP)",1952,
4767,Moldova,"Inflation, GDP deflator (annual %)",1952,
4768,Moldova,Internet users (per 100 people),1952,
4769,Moldova,"Life expectancy at birth, total (years)",1952,
4770,Moldova,Military expenditure (% of GDP),1952,
4771,Moldova,Mobile cellular subscriptions (per 100 people),1952,
4772,Moldova,Net lending (+) / net borrowing (-) (% of GDP),1952,
4773,Moldova,Population density (people per sq. km of land area),1952,
4774,Moldova,"Prevalence of HIV, total (% of population ages 15-49)",1952,
4775,Moldova,"Revenue, excluding grants (% of GDP)",1952,
4776,Moldova,"Services, etc., value added (% of GDP)",1952,
4777,Moldova,Tax revenue (% of GDP),1952,
4778,Moldova,Time required to start a business (days),1952,
4779,Monaco,"Agriculture, value added (% of GDP)",1952,
4780,Monaco,CO2 emissions (metric tons per capita),1952,
4781,Monaco,Domestic credit provided by financial sector (% of GDP),1952,
4782,Monaco,Electric power consumption (kWh per capita),1952,
4783,Monaco,Energy use (kg of oil equivalent per capita),1952,
4784,Monaco,Exports of goods and services (% of GDP),1952,
4785,Monaco,"Fertility rate, total (births per woman)",1952,
4786,Monaco,GDP growth (annual %),1952,
4787,Monaco,"GNI per capita, PPP (current international $)",1952,
4788,Monaco,"Gross enrollment ratio, primary, both sexes (%)",1952,
4789,Monaco,"Gross enrolment ratio, secondary, both sexes (%)",1952,
4790,Monaco,High-technology exports (% of manufactured exports),1952,
4791,Monaco,Imports of goods and services (% of GDP),1952,
4792,Monaco,Income share held by lowest 20%,1952,
4793,Monaco,"Industry, value added (% of GDP)",1952,
4794,Monaco,"Inflation, GDP deflator (annual %)",1952,
4795,Monaco,Internet users (per 100 people),1952,
4796,Monaco,"Life expectancy at birth, total (years)",1952,
4797,Monaco,Military expenditure (% of GDP),1952,
4798,Monaco,Mobile cellular subscriptions (per 100 people),1952,
4799,Monaco,Net lending (+) / net borrowing (-) (% of GDP),1952,
4800,Monaco,Population density (people per sq. km of land area),1952,
4801,Monaco,"Prevalence of HIV, total (% of population ages 15-49)",1952,
4802,Monaco,"Revenue, excluding grants (% of GDP)",1952,
4803,Monaco,"Services, etc., value added (% of GDP)",1952,
4804,Monaco,Tax revenue (% of GDP),1952,
4805,Monaco,Time required to start a business (days),1952,
4806,Mongolia,"Agriculture, value added (% of GDP)",1952,
4807,Mongolia,CO2 emissions (metric tons per capita),1952,
4808,Mongolia,Domestic credit provided by financial sector (% of GDP),1952,
4809,Mongolia,Electric power consumption (kWh per capita),1952,
4810,Mongolia,Energy use (kg of oil equivalent per capita),1952,
4811,Mongolia,Exports of goods and services (% of GDP),1952,
4812,Mongolia,"Fertility rate, total (births per woman)",1952,
4813,Mongolia,GDP growth (annual %),1952,
4814,Mongolia,"GNI per capita, PPP (current international $)",1952,
4815,Mongolia,"Gross enrollment ratio, primary, both sexes (%)",1952,
4816,Mongolia,"Gross enrolment ratio, secondary, both sexes (%)",1952,
4817,Mongolia,High-technology exports (% of manufactured exports),1952,
4818,Mongolia,Imports of goods and services (% of GDP),1952,
4819,Mongolia,Income share held by lowest 20%,1952,
4820,Mongolia,"Industry, value added (% of GDP)",1952,
4821,Mongolia,"Inflation, GDP deflator (annual %)",1952,
4822,Mongolia,Internet users (per 100 people),1952,
4823,Mongolia,"Life expectancy at birth, total (years)",1952,
4824,Mongolia,Military expenditure (% of GDP),1952,
4825,Mongolia,Mobile cellular subscriptions (per 100 people),1952,
4826,Mongolia,Net lending (+) / net borrowing (-) (% of GDP),1952,
4827,Mongolia,Population density (people per sq. km of land area),1952,
4828,Mongolia,"Prevalence of HIV, total (% of population ages 15-49)",1952,
4829,Mongolia,"Revenue, excluding grants (% of GDP)",1952,
4830,Mongolia,"Services, etc., value added (% of GDP)",1952,
4831,Mongolia,Tax revenue (% of GDP),1952,
4832,Mongolia,Time required to start a business (days),1952,
4833,Montenegro,"Agriculture, value added (% of GDP)",1952,
4834,Montenegro,CO2 emissions (metric tons per capita),1952,
4835,Montenegro,Domestic credit provided by financial sector (% of GDP),1952,
4836,Montenegro,Electric power consumption (kWh per capita),1952,
4837,Montenegro,Energy use (kg of oil equivalent per capita),1952,
4838,Montenegro,Exports of goods and services (% of GDP),1952,
4839,Montenegro,"Fertility rate, total (births per woman)",1952,
4840,Montenegro,GDP growth (annual %),1952,
4841,Montenegro,"GNI per capita, PPP (current international $)",1952,
4842,Montenegro,"Gross enrollment ratio, primary, both sexes (%)",1952,
4843,Montenegro,"Gross enrolment ratio, secondary, both sexes (%)",1952,
4844,Montenegro,High-technology exports (% of manufactured exports),1952,
4845,Montenegro,Imports of goods and services (% of GDP),1952,
4846,Montenegro,Income share held by lowest 20%,1952,
4847,Montenegro,"Industry, value added (% of GDP)",1952,
4848,Montenegro,"Inflation, GDP deflator (annual %)",1952,
4849,Montenegro,Internet users (per 100 people),1952,
4850,Montenegro,"Life expectancy at birth, total (years)",1952,
4851,Montenegro,Military expenditure (% of GDP),1952,
4852,Montenegro,Mobile cellular subscriptions (per 100 people),1952,
4853,Montenegro,Net lending (+) / net borrowing (-) (% of GDP),1952,
4854,Montenegro,Population density (people per sq. km of land area),1952,
4855,Montenegro,"Prevalence of HIV, total (% of population ages 15-49)",1952,
4856,Montenegro,"Revenue, excluding grants (% of GDP)",1952,
4857,Montenegro,"Services, etc., value added (% of GDP)",1952,
4858,Montenegro,Tax revenue (% of GDP),1952,
4859,Montenegro,Time required to start a business (days),1952,
4860,Morocco,"Agriculture, value added (% of GDP)",1952,
4861,Morocco,CO2 emissions (metric tons per capita),1952,
4862,Morocco,Domestic credit provided by financial sector (% of GDP),1952,
4863,Morocco,Electric power consumption (kWh per capita),1952,
4864,Morocco,Energy use (kg of oil equivalent per capita),1952,
4865,Morocco,Exports of goods and services (% of GDP),1952,
4866,Morocco,"Fertility rate, total (births per woman)",1952,
4867,Morocco,GDP growth (annual %),1952,
4868,Morocco,"GNI per capita, PPP (current international $)",1952,
4869,Morocco,"Gross enrollment ratio, primary, both sexes (%)",1952,
4870,Morocco,"Gross enrolment ratio, secondary, both sexes (%)",1952,
4871,Morocco,High-technology exports (% of manufactured exports),1952,
4872,Morocco,Imports of goods and services (% of GDP),1952,
4873,Morocco,Income share held by lowest 20%,1952,
4874,Morocco,"Industry, value added (% of GDP)",1952,
4875,Morocco,"Inflation, GDP deflator (annual %)",1952,
4876,Morocco,Internet users (per 100 people),1952,
4877,Morocco,"Life expectancy at birth, total (years)",1952,
4878,Morocco,Military expenditure (% of GDP),1952,
4879,Morocco,Mobile cellular subscriptions (per 100 people),1952,
4880,Morocco,Net lending (+) / net borrowing (-) (% of GDP),1952,
4881,Morocco,Population density (people per sq. km of land area),1952,
4882,Morocco,"Prevalence of HIV, total (% of population ages 15-49)",1952,
4883,Morocco,"Revenue, excluding grants (% of GDP)",1952,
4884,Morocco,"Services, etc., value added (% of GDP)",1952,
4885,Morocco,Tax revenue (% of GDP),1952,
4886,Morocco,Time required to start a business (days),1952,
4887,Mozambique,"Agriculture, value added (% of GDP)",1952,
4888,Mozambique,CO2 emissions (metric tons per capita),1952,
4889,Mozambique,Domestic credit provided by financial sector (% of GDP),1952,
4890,Mozambique,Electric power consumption (kWh per capita),1952,
4891,Mozambique,Energy use (kg of oil equivalent per capita),1952,
4892,Mozambique,Exports of goods and services (% of GDP),1952,
4893,Mozambique,"Fertility rate, total (births per woman)",1952,
4894,Mozambique,GDP growth (annual %),1952,
4895,Mozambique,"GNI per capita, PPP (current international $)",1952,
4896,Mozambique,"Gross enrollment ratio, primary, both sexes (%)",1952,
4897,Mozambique,"Gross enrolment ratio, secondary, both sexes (%)",1952,
4898,Mozambique,High-technology exports (% of manufactured exports),1952,
4899,Mozambique,Imports of goods and services (% of GDP),1952,
4900,Mozambique,Income share held by lowest 20%,1952,
4901,Mozambique,"Industry, value added (% of GDP)",1952,
4902,Mozambique,"Inflation, GDP deflator (annual %)",1952,
4903,Mozambique,Internet users (per 100 people),1952,
4904,Mozambique,"Life expectancy at birth, total (years)",1952,
4905,Mozambique,Military expenditure (% of GDP),1952,
4906,Mozambique,Mobile cellular subscriptions (per 100 people),1952,
4907,Mozambique,Net lending (+) / net borrowing (-) (% of GDP),1952,
4908,Mozambique,Population density (people per sq. km of land area),1952,
4909,Mozambique,"Prevalence of HIV, total (% of population ages 15-49)",1952,
4910,Mozambique,"Revenue, excluding grants (% of GDP)",1952,
4911,Mozambique,"Services, etc., value added (% of GDP)",1952,
4912,Mozambique,Tax revenue (% of GDP),1952,
4913,Mozambique,Time required to start a business (days),1952,
4914,Myanmar,"Agriculture, value added (% of GDP)",1952,
4915,Myanmar,CO2 emissions (metric tons per capita),1952,
4916,Myanmar,Domestic credit provided by financial sector (% of GDP),1952,
4917,Myanmar,Electric power consumption (kWh per capita),1952,
4918,Myanmar,Energy use (kg of oil equivalent per capita),1952,
4919,Myanmar,Exports of goods and services (% of GDP),1952,
4920,Myanmar,"Fertility rate, total (births per woman)",1952,
4921,Myanmar,GDP growth (annual %),1952,
4922,Myanmar,"GNI per capita, PPP (current international $)",1952,
4923,Myanmar,"Gross enrollment ratio, primary, both sexes (%)",1952,
4924,Myanmar,"Gross enrolment ratio, secondary, both sexes (%)",1952,
4925,Myanmar,High-technology exports (% of manufactured exports),1952,
4926,Myanmar,Imports of goods and services (% of GDP),1952,
4927,Myanmar,Income share held by lowest 20%,1952,
4928,Myanmar,"Industry, value added (% of GDP)",1952,
4929,Myanmar,"Inflation, GDP deflator (annual %)",1952,
4930,Myanmar,Internet users (per 100 people),1952,
4931,Myanmar,"Life expectancy at birth, total (years)",1952,
4932,Myanmar,Military expenditure (% of GDP),1952,
4933,Myanmar,Mobile cellular subscriptions (per 100 people),1952,
4934,Myanmar,Net lending (+) / net borrowing (-) (% of GDP),1952,
4935,Myanmar,Population density (people per sq. km of land area),1952,
4936,Myanmar,"Prevalence of HIV, total (% of population ages 15-49)",1952,
4937,Myanmar,"Revenue, excluding grants (% of GDP)",1952,
4938,Myanmar,"Services, etc., value added (% of GDP)",1952,
4939,Myanmar,Tax revenue (% of GDP),1952,
4940,Myanmar,Time required to start a business (days),1952,
4941,Namibia,"Agriculture, value added (% of GDP)",1952,
4942,Namibia,CO2 emissions (metric tons per capita),1952,
4943,Namibia,Domestic credit provided by financial sector (% of GDP),1952,
4944,Namibia,Electric power consumption (kWh per capita),1952,
4945,Namibia,Energy use (kg of oil equivalent per capita),1952,
4946,Namibia,Exports of goods and services (% of GDP),1952,
4947,Namibia,"Fertility rate, total (births per woman)",1952,
4948,Namibia,GDP growth (annual %),1952,
4949,Namibia,"GNI per capita, PPP (current international $)",1952,
4950,Namibia,"Gross enrollment ratio, primary, both sexes (%)",1952,
4951,Namibia,"Gross enrolment ratio, secondary, both sexes (%)",1952,
4952,Namibia,High-technology exports (% of manufactured exports),1952,
4953,Namibia,Imports of goods and services (% of GDP),1952,
4954,Namibia,Income share held by lowest 20%,1952,
4955,Namibia,"Industry, value added (% of GDP)",1952,
4956,Namibia,"Inflation, GDP deflator (annual %)",1952,
4957,Namibia,Internet users (per 100 people),1952,
4958,Namibia,"Life expectancy at birth, total (years)",1952,
4959,Namibia,Military expenditure (% of GDP),1952,
4960,Namibia,Mobile cellular subscriptions (per 100 people),1952,
4961,Namibia,Net lending (+) / net borrowing (-) (% of GDP),1952,
4962,Namibia,Population density (people per sq. km of land area),1952,
4963,Namibia,"Prevalence of HIV, total (% of population ages 15-49)",1952,
4964,Namibia,"Revenue, excluding grants (% of GDP)",1952,
4965,Namibia,"Services, etc., value added (% of GDP)",1952,
4966,Namibia,Tax revenue (% of GDP),1952,
4967,Namibia,Time required to start a business (days),1952,
4968,Nauru,"Agriculture, value added (% of GDP)",1952,
4969,Nauru,CO2 emissions (metric tons per capita),1952,
4970,Nauru,Domestic credit provided by financial sector (% of GDP),1952,
4971,Nauru,Electric power consumption (kWh per capita),1952,
4972,Nauru,Energy use (kg of oil equivalent per capita),1952,
4973,Nauru,Exports of goods and services (% of GDP),1952,
4974,Nauru,"Fertility rate, total (births per woman)",1952,
4975,Nauru,GDP growth (annual %),1952,
4976,Nauru,"GNI per capita, PPP (current international $)",1952,
4977,Nauru,"Gross enrollment ratio, primary, both sexes (%)",1952,
4978,Nauru,"Gross enrolment ratio, secondary, both sexes (%)",1952,
4979,Nauru,High-technology exports (% of manufactured exports),1952,
4980,Nauru,Imports of goods and services (% of GDP),1952,
4981,Nauru,Income share held by lowest 20%,1952,
4982,Nauru,"Industry, value added (% of GDP)",1952,
4983,Nauru,"Inflation, GDP deflator (annual %)",1952,
4984,Nauru,Internet users (per 100 people),1952,
4985,Nauru,"Life expectancy at birth, total (years)",1952,
4986,Nauru,Military expenditure (% of GDP),1952,
4987,Nauru,Mobile cellular subscriptions (per 100 people),1952,
4988,Nauru,Net lending (+) / net borrowing (-) (% of GDP),1952,
4989,Nauru,Population density (people per sq. km of land area),1952,
4990,Nauru,"Prevalence of HIV, total (% of population ages 15-49)",1952,
4991,Nauru,"Revenue, excluding grants (% of GDP)",1952,
4992,Nauru,"Services, etc., value added (% of GDP)",1952,
4993,Nauru,Tax revenue (% of GDP),1952,
4994,Nauru,Time required to start a business (days),1952,
4995,Nepal,"Agriculture, value added (% of GDP)",1952,
4996,Nepal,CO2 emissions (metric tons per capita),1952,
4997,Nepal,Domestic credit provided by financial sector (% of GDP),1952,
4998,Nepal,Electric power consumption (kWh per capita),1952,
4999,Nepal,Energy use (kg of oil equivalent per capita),1952,
5000,Nepal,Exports of goods and services (% of GDP),1952,
5001,Nepal,"Fertility rate, total (births per woman)",1952,
5002,Nepal,GDP growth (annual %),1952,
5003,Nepal,"GNI per capita, PPP (current international $)",1952,
5004,Nepal,"Gross enrollment ratio, primary, both sexes (%)",1952,
5005,Nepal,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5006,Nepal,High-technology exports (% of manufactured exports),1952,
5007,Nepal,Imports of goods and services (% of GDP),1952,
5008,Nepal,Income share held by lowest 20%,1952,
5009,Nepal,"Industry, value added (% of GDP)",1952,
5010,Nepal,"Inflation, GDP deflator (annual %)",1952,
5011,Nepal,Internet users (per 100 people),1952,
5012,Nepal,"Life expectancy at birth, total (years)",1952,
5013,Nepal,Military expenditure (% of GDP),1952,
5014,Nepal,Mobile cellular subscriptions (per 100 people),1952,
5015,Nepal,Net lending (+) / net borrowing (-) (% of GDP),1952,
5016,Nepal,Population density (people per sq. km of land area),1952,
5017,Nepal,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5018,Nepal,"Revenue, excluding grants (% of GDP)",1952,
5019,Nepal,"Services, etc., value added (% of GDP)",1952,
5020,Nepal,Tax revenue (% of GDP),1952,
5021,Nepal,Time required to start a business (days),1952,
5022,Netherlands,"Agriculture, value added (% of GDP)",1952,
5023,Netherlands,CO2 emissions (metric tons per capita),1952,
5024,Netherlands,Domestic credit provided by financial sector (% of GDP),1952,
5025,Netherlands,Electric power consumption (kWh per capita),1952,
5026,Netherlands,Energy use (kg of oil equivalent per capita),1952,
5027,Netherlands,Exports of goods and services (% of GDP),1952,
5028,Netherlands,"Fertility rate, total (births per woman)",1952,
5029,Netherlands,GDP growth (annual %),1952,
5030,Netherlands,"GNI per capita, PPP (current international $)",1952,
5031,Netherlands,"Gross enrollment ratio, primary, both sexes (%)",1952,
5032,Netherlands,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5033,Netherlands,High-technology exports (% of manufactured exports),1952,
5034,Netherlands,Imports of goods and services (% of GDP),1952,
5035,Netherlands,Income share held by lowest 20%,1952,
5036,Netherlands,"Industry, value added (% of GDP)",1952,
5037,Netherlands,"Inflation, GDP deflator (annual %)",1952,
5038,Netherlands,Internet users (per 100 people),1952,
5039,Netherlands,"Life expectancy at birth, total (years)",1952,
5040,Netherlands,Military expenditure (% of GDP),1952,
5041,Netherlands,Mobile cellular subscriptions (per 100 people),1952,
5042,Netherlands,Net lending (+) / net borrowing (-) (% of GDP),1952,
5043,Netherlands,Population density (people per sq. km of land area),1952,
5044,Netherlands,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5045,Netherlands,"Revenue, excluding grants (% of GDP)",1952,
5046,Netherlands,"Services, etc., value added (% of GDP)",1952,
5047,Netherlands,Tax revenue (% of GDP),1952,
5048,Netherlands,Time required to start a business (days),1952,
5049,New Caledonia,"Agriculture, value added (% of GDP)",1952,
5050,New Caledonia,CO2 emissions (metric tons per capita),1952,
5051,New Caledonia,Domestic credit provided by financial sector (% of GDP),1952,
5052,New Caledonia,Electric power consumption (kWh per capita),1952,
5053,New Caledonia,Energy use (kg of oil equivalent per capita),1952,
5054,New Caledonia,Exports of goods and services (% of GDP),1952,
5055,New Caledonia,"Fertility rate, total (births per woman)",1952,
5056,New Caledonia,GDP growth (annual %),1952,
5057,New Caledonia,"GNI per capita, PPP (current international $)",1952,
5058,New Caledonia,"Gross enrollment ratio, primary, both sexes (%)",1952,
5059,New Caledonia,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5060,New Caledonia,High-technology exports (% of manufactured exports),1952,
5061,New Caledonia,Imports of goods and services (% of GDP),1952,
5062,New Caledonia,Income share held by lowest 20%,1952,
5063,New Caledonia,"Industry, value added (% of GDP)",1952,
5064,New Caledonia,"Inflation, GDP deflator (annual %)",1952,
5065,New Caledonia,Internet users (per 100 people),1952,
5066,New Caledonia,"Life expectancy at birth, total (years)",1952,
5067,New Caledonia,Military expenditure (% of GDP),1952,
5068,New Caledonia,Mobile cellular subscriptions (per 100 people),1952,
5069,New Caledonia,Net lending (+) / net borrowing (-) (% of GDP),1952,
5070,New Caledonia,Population density (people per sq. km of land area),1952,
5071,New Caledonia,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5072,New Caledonia,"Revenue, excluding grants (% of GDP)",1952,
5073,New Caledonia,"Services, etc., value added (% of GDP)",1952,
5074,New Caledonia,Tax revenue (% of GDP),1952,
5075,New Caledonia,Time required to start a business (days),1952,
5076,New Zealand,"Agriculture, value added (% of GDP)",1952,
5077,New Zealand,CO2 emissions (metric tons per capita),1952,
5078,New Zealand,Domestic credit provided by financial sector (% of GDP),1952,
5079,New Zealand,Electric power consumption (kWh per capita),1952,
5080,New Zealand,Energy use (kg of oil equivalent per capita),1952,
5081,New Zealand,Exports of goods and services (% of GDP),1952,
5082,New Zealand,"Fertility rate, total (births per woman)",1952,
5083,New Zealand,GDP growth (annual %),1952,
5084,New Zealand,"GNI per capita, PPP (current international $)",1952,
5085,New Zealand,"Gross enrollment ratio, primary, both sexes (%)",1952,
5086,New Zealand,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5087,New Zealand,High-technology exports (% of manufactured exports),1952,
5088,New Zealand,Imports of goods and services (% of GDP),1952,
5089,New Zealand,Income share held by lowest 20%,1952,
5090,New Zealand,"Industry, value added (% of GDP)",1952,
5091,New Zealand,"Inflation, GDP deflator (annual %)",1952,
5092,New Zealand,Internet users (per 100 people),1952,
5093,New Zealand,"Life expectancy at birth, total (years)",1952,
5094,New Zealand,Military expenditure (% of GDP),1952,
5095,New Zealand,Mobile cellular subscriptions (per 100 people),1952,
5096,New Zealand,Net lending (+) / net borrowing (-) (% of GDP),1952,
5097,New Zealand,Population density (people per sq. km of land area),1952,
5098,New Zealand,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5099,New Zealand,"Revenue, excluding grants (% of GDP)",1952,
5100,New Zealand,"Services, etc., value added (% of GDP)",1952,
5101,New Zealand,Tax revenue (% of GDP),1952,
5102,New Zealand,Time required to start a business (days),1952,
5103,Nicaragua,"Agriculture, value added (% of GDP)",1952,
5104,Nicaragua,CO2 emissions (metric tons per capita),1952,
5105,Nicaragua,Domestic credit provided by financial sector (% of GDP),1952,
5106,Nicaragua,Electric power consumption (kWh per capita),1952,
5107,Nicaragua,Energy use (kg of oil equivalent per capita),1952,
5108,Nicaragua,Exports of goods and services (% of GDP),1952,
5109,Nicaragua,"Fertility rate, total (births per woman)",1952,
5110,Nicaragua,GDP growth (annual %),1952,
5111,Nicaragua,"GNI per capita, PPP (current international $)",1952,
5112,Nicaragua,"Gross enrollment ratio, primary, both sexes (%)",1952,
5113,Nicaragua,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5114,Nicaragua,High-technology exports (% of manufactured exports),1952,
5115,Nicaragua,Imports of goods and services (% of GDP),1952,
5116,Nicaragua,Income share held by lowest 20%,1952,
5117,Nicaragua,"Industry, value added (% of GDP)",1952,
5118,Nicaragua,"Inflation, GDP deflator (annual %)",1952,
5119,Nicaragua,Internet users (per 100 people),1952,
5120,Nicaragua,"Life expectancy at birth, total (years)",1952,
5121,Nicaragua,Military expenditure (% of GDP),1952,
5122,Nicaragua,Mobile cellular subscriptions (per 100 people),1952,
5123,Nicaragua,Net lending (+) / net borrowing (-) (% of GDP),1952,
5124,Nicaragua,Population density (people per sq. km of land area),1952,
5125,Nicaragua,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5126,Nicaragua,"Revenue, excluding grants (% of GDP)",1952,
5127,Nicaragua,"Services, etc., value added (% of GDP)",1952,
5128,Nicaragua,Tax revenue (% of GDP),1952,
5129,Nicaragua,Time required to start a business (days),1952,
5130,Niger,"Agriculture, value added (% of GDP)",1952,
5131,Niger,CO2 emissions (metric tons per capita),1952,
5132,Niger,Domestic credit provided by financial sector (% of GDP),1952,
5133,Niger,Electric power consumption (kWh per capita),1952,
5134,Niger,Energy use (kg of oil equivalent per capita),1952,
5135,Niger,Exports of goods and services (% of GDP),1952,
5136,Niger,"Fertility rate, total (births per woman)",1952,
5137,Niger,GDP growth (annual %),1952,
5138,Niger,"GNI per capita, PPP (current international $)",1952,
5139,Niger,"Gross enrollment ratio, primary, both sexes (%)",1952,
5140,Niger,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5141,Niger,High-technology exports (% of manufactured exports),1952,
5142,Niger,Imports of goods and services (% of GDP),1952,
5143,Niger,Income share held by lowest 20%,1952,
5144,Niger,"Industry, value added (% of GDP)",1952,
5145,Niger,"Inflation, GDP deflator (annual %)",1952,
5146,Niger,Internet users (per 100 people),1952,
5147,Niger,"Life expectancy at birth, total (years)",1952,
5148,Niger,Military expenditure (% of GDP),1952,
5149,Niger,Mobile cellular subscriptions (per 100 people),1952,
5150,Niger,Net lending (+) / net borrowing (-) (% of GDP),1952,
5151,Niger,Population density (people per sq. km of land area),1952,
5152,Niger,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5153,Niger,"Revenue, excluding grants (% of GDP)",1952,
5154,Niger,"Services, etc., value added (% of GDP)",1952,
5155,Niger,Tax revenue (% of GDP),1952,
5156,Niger,Time required to start a business (days),1952,
5157,Nigeria,"Agriculture, value added (% of GDP)",1952,
5158,Nigeria,CO2 emissions (metric tons per capita),1952,
5159,Nigeria,Domestic credit provided by financial sector (% of GDP),1952,
5160,Nigeria,Electric power consumption (kWh per capita),1952,
5161,Nigeria,Energy use (kg of oil equivalent per capita),1952,
5162,Nigeria,Exports of goods and services (% of GDP),1952,
5163,Nigeria,"Fertility rate, total (births per woman)",1952,
5164,Nigeria,GDP growth (annual %),1952,
5165,Nigeria,"GNI per capita, PPP (current international $)",1952,
5166,Nigeria,"Gross enrollment ratio, primary, both sexes (%)",1952,
